title,desc,url,provider,updated,views,useCount,keywords
식품의약품안전처_식품 이력추적제품 수입이력 정보 조회,"식품의약품안전처에서는 안전한 식품선택을 위한 소비자의 알 권리를 보장하고, 식품의 안전성 확보를 위한 신속한 유통차단과 회수조치를 위해 제조·가공단계부터 판매단계까지 각 단계별로",https://www.data.go.kr/data/15111972/openapi.do,식품의약품안전처,2025-08-12,2381,22,
"식품의약품안전처_건강기능식품제조업 ,건강기능식품판매업 지도단속계획 및 실적현황 조회","또한 건강기능식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15107357/openapi.do,식품의약품안전처,2025-08-18,1878,16,
식품의약품안전처_식품운반업 인허가 대장 조회,"식품의약품안전처에서 관리하는 식품운반업 인허가 대장에 대한 인허가번호, 업소명, 대표자명, 업종, 허가일자, 주소, 기관명에 대한 속성정보 제공합니다.",https://www.data.go.kr/data/15111986/openapi.do,식품의약품안전처,2025-08-18,1449,14,
농촌진흥청 국립축산과학원_축산 100문100답(닭),"주요 내용은 실무적으로 필요한 주제들로 구성되어 있으며, 초보 축산인부터 전문 종사자까지 다양한 계층이 활용할 수 있도록 쉽게 설명되어 있습니다.",https://www.data.go.kr/data/15147276/openapi.do,농촌진흥청 국립축산과학원,2025-08-25,254,5,
식품의약품안전처_식품첨가물제조업 폐업정보,"또한 식품첨가물 제조업 분야의 정보 제공, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15105514/openapi.do,식품의약품안전처,2025-08-18,1488,13,
식품의약품안전처_식품냉동.냉장업 인허가 대장 조회,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15107368/openapi.do,식품의약품안전처,2025-08-18,1739,15,
식품의약품안전처_유통바코드,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15064775/openapi.do,식품의약품안전처,2025-08-27,17375,7230,
경상남도 남해군_축산농장정보 데이터 조회 서비스,해당 데이터는 경상남도 남해군 축산농장정보 데이터 조회 서비스는 군 관내 축산 농가의 현행 및 주요 정보를 제공합니다.,https://www.data.go.kr/data/15109845/openapi.do,경상남도 남해군,2025-05-30,1285,6,
식품의약품안전처_식품보존업 폐업정보,"또한 식품보존업 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15105508/openapi.do,식품의약품안전처,2025-08-18,1080,12,
농촌진흥청 국립축산과학원_축산 100문100답(돼지),"주요 내용은 실무적으로 필요한 주제들로 구성되어 있으며, 초보 축산인부터 전문 종사자까지 다양한 계층이 활용할 수 있도록 쉽게 설명되어 있습니다.",https://www.data.go.kr/data/15147275/openapi.do,농촌진흥청 국립축산과학원,2025-08-25,285,4,
식품의약품안전처_식품등수입판매업정보,식품의약품안전처에서 제공하는 식품 등 수입판매업 관련 정보 자료입니다.,https://www.data.go.kr/data/15064783/openapi.do,식품의약품안전처,2025-08-27,3699,396,
식품의약품안전처_식품검사기관별 시험항목정보조회,"식품의약품안전처에서 관리하는 식품검사기관별 시험항목정보에 대한 분야,관할기관,검사기관,소재지,전화번호,대분류,중분류,시험항목명,비고에 대한 속성정보를 제공합니다.",https://www.data.go.kr/data/15111983/openapi.do,식품의약품안전처,2025-08-18,1216,14,
식품의약품안전처_식약처 관련 법령코드,"또한 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15056532/openapi.do,식품의약품안전처,2025-08-26,3873,373,
농림축산식품부_업종별 농장 통계 데이터 제공,"본 정보는 축산물품질평가원의 축산물이력정보(소, 돼지)와 가축위생방역지원본부(닭, 오리 등 기타 축종)의 축산농장 방역정보를 기반으로 구축된 전국 축산농장에 대한 업종별 현황 정보입니다",https://www.data.go.kr/data/15109071/openapi.do,농림축산식품부,2025-07-09,2025,194,
행정안전부_유전자재조합식품의안전성평가심사결과현황,"- 해당 데이터는 식품의약품안전처에서 제공하는 유전자재조합식품 안전성평가심사결과 현황 정보입니다.""",https://www.data.go.kr/data/15153258/openapi.do,행정안전부,2025-11-20,65,15,
행정안전부_식품첨가물생산실적보고현황,"- 해당 데이터는 식품의약품안전처에서 제공하는 식품첨가물생산실적보고현황 정보입니다.""",https://www.data.go.kr/data/15153217/openapi.do,행정안전부,2025-11-20,58,10,
농촌진흥청_가축분뇨 통합자료 게시판,"가축분뇨, 제대로 관리하면 환경을 지키는 소중한 자원이 됩니다. 농사로는 축사 설계부터 분뇨의 효율적인 처리와 재활용 방법, 위생적인 세정 관리까지 한눈에 확인할 수 있도록 체계적인 정보를 제공합니다. 잘못된 처리로 인한 수질·토양 오염을 예방하고, 자원으로서의 가치를 높일 수 있도록 실질적인 해결책을 제시합니다. 초보 농가부터 숙련 농업인까지 누구나 쉽게 이해하고 활용할 수 있는 맞춤형 안내로, 지속 가능한 농업 환경을 만들어보세요. 농사로와 함께라면 가축분뇨 관리가 더 쉽고 안전해집니다.",https://www.data.go.kr/data/15064109/openapi.do,농촌진흥청,2026-04-20,2803,173,
농림축산식품부_가축 거래 상인 등록 현황,"축산업을 허가받거나 등록한 개별 축산농가 현황 자료(축산업: 종축업, 부화업, 정액등처리업, 가축사육업)",https://www.data.go.kr/data/15058314/openapi.do,농림축산식품부,2017-02-09,4336,2321,
식품의약품안전처_식품 이력추적제품 농축산물 이력정보 조회,"식품의약품안전처에서는 안전한 식품선택을 위한 소비자의 알 권리를 보장하고, 식품의 안전성 확보를 위한 신속한 유통차단과 회수조치를 위해 제조·가공단계부터 판매단계까지 각 단계별로",https://www.data.go.kr/data/15111981/openapi.do,식품의약품안전처,2025-08-12,1442,13,
농림축산식품부 국립농산물품질관리원_전통식품 품질 인증정보,"국내산 농수산물로 제조․가공․조리되어 우리 고유의 맛을 내는 우수한 전통식품으로 품질을 보증받은 인증내용으로 인증번호, 인증제품명, 포장재질, 포장단량, 인증기관 등에 대한 정보 제공합니다",https://www.data.go.kr/data/15141771/openapi.do,농림축산식품부 국립농산물품질관리원,2025-02-12,1403,7,
농림축산식품부_대상질병별 농장 통계 데이터 제공,"본 정보는 축산물품질평가원의 축산물이력정보(소, 돼지)와 가축위생방역지원본부(닭, 오리 등 기타 축종)의 축산농장 방역정보를 기반으로 구축된 전국 축산농장에 대한 질병별 통계 현황입니다",https://www.data.go.kr/data/15109075/openapi.do,농림축산식품부,2025-07-09,1410,123,
행정안전부_행정처분결과_식품판매업,- 해당 데이터는 식품의약품안전처에서 제공하는 행정처분결과(식품판매업) 정보입니다.,https://www.data.go.kr/data/15150629/openapi.do,행정안전부,2025-09-25,69,7,
세종특별자치시_세종특별자치시 식품유통판매업체 현황,"세종특별자치시에 등록된 식품유통판매업체 업종정보, 명칭, 도로명 주소, 지번 주소, 전화번호, 우편번호 정보를 제공합니다.",https://www.data.go.kr/data/15098429/openapi.do,세종특별자치시,2022-02-09,3229,8,
농촌진흥청_농기계 안전용품,"농기계 사용 시 안전은 선택이 아닌 필수입니다. 농사로는 작업 중 발생할 수 있는 사고를 예방하고 피해를 최소화하기 위해 다양한 안전용품 정보를 제공합니다. 안면보호구, 반사조끼, 안전표지판, 장갑 등 필수 장비의 규격과 올바른 선택 기준은 물론, 신뢰할 수 있는 업체 정보까지 한눈에 확인할 수 있습니다. 초보 농업인도 쉽게 이해할 수 있도록 구성되어 있어 누구나 실천 가능한 안전관리를 돕습니다. 농사로와 함께라면 작은 준비로 큰 사고를 예방할 수 있습니다. 안전한 농작업, 지금 바로 시작하세요.",https://www.data.go.kr/data/15064141/openapi.do,농촌진흥청,2026-04-20,2437,97,
대구광역시 서구_어린이기호식품 우수판매업소 현황,"입력 파라미터를 이용하여 대구광역시 서구_어린이기호식품 우수판매업소 현황의 등록번호, 업소 명, 도로명주소, 연락처 항목을 제공하는 서비스 [법령명] 어린이 식생활안전관리 특별법",https://www.data.go.kr/data/15110522/openapi.do,대구광역시 서구,2025-05-19,1351,8,
제주특별자치도_제주축산물 가격동향 정보,"사업장, 가공업 구분, 대표자명 정보 제공",https://www.data.go.kr/data/15045467/openapi.do,제주특별자치도,2019-12-19,2993,116,
행정안전부_행정처분결과_식품제조가공업,- 해당 데이터는 식품의약품안전처에서 제공하는 행정처분결과(식품제조가공업) 정보입니다.,https://www.data.go.kr/data/15150625/openapi.do,행정안전부,2025-09-25,68,6,
행정안전부_행정처분결과_식품접객업,- 해당 데이터는 식품의약품안전처에서 제공하는 행정처분결과(식품접객업) 정보입니다.,https://www.data.go.kr/data/15150624/openapi.do,행정안전부,2025-09-25,66,5,
농촌진흥청 국립축산과학원_한우 씨수소 정보,"본 자료는 한우 씨수소의 개체별 이력관리를 위한 공공데이터로, 씨수소 비롯하여 부 및 모의 번호, 출생일, 근교계수(유전적 근친 정도), 생존 여부, 판매 여부 등의 정보를 포함하고 있습니다. 이를 통해 한우 씨수소의 혈통과 유전적 특성을 체계적으로 추적하고 관리할 수 있으며, 씨수소의 개량 성과 분석이나 번식 계획 수립 시 중요한 기준 자료로 활용됩니다. 특히 근교계수와 생존 상태, 유전적 배경 등은 유전적 다양성과 품종의 건전성 유지에 기여하며, 농가나 관계 기관은 이 정보를 바탕으로 우수한 씨수소를 선발하거나 효율적인 번식 전략을 수립할 수 있습니다",https://www.data.go.kr/data/15101999/openapi.do,농촌진흥청 국립축산과학원,2025-08-03,2599,110,
식품의약품안전처 식품의약품안전평가원_수입식품 중 농약 잔류허용기준 설정 진행상황 서비스,"잔류허용기준을 설정하는 식품의약품안전처 유해물질기준과에서 관리하는 게시판 형식의 메뉴이며, 수입식품 농약 잔류기준 설정(Imported MRL) 정보를 기준 신청한 농약회사에 보여줍니다",https://www.data.go.kr/data/15133586/openapi.do,식품의약품안전처 식품의약품안전평가원,2025-12-01,644,10,
농림축산식품부_가축 통계 데이터,"본 정보는 축산물품질평가원의 소·돼지 축산물이력정보와 가축위생방역지원본부의 닭, 오리 등 기타 축종 방역정보를 기반으로 구축된 전국 축산농장 현황 정보입니다.",https://www.data.go.kr/data/15109076/openapi.do,농림축산식품부,2025-07-09,6425,1551,
농림축산식품부_운영상태별 농장 통계 데이터 제공,"본 정보는 축산물품질평가원의 축산물이력정보(소, 돼지)와 가축위생방역지원본부(닭, 오리 등 기타 축종)의 축산농장 방역정보를 기반으로 구축된 전국 축산농장에 대한 운영상태별 현황 정보입니다",https://www.data.go.kr/data/15109073/openapi.do,농림축산식품부,2025-07-09,1085,75,
국토교통부_용도지역지구도(WMS/WFS),"건폐율·용적률·높이 등을 제한함으로써 토지를 경제적·효율적으로 이용하고 공공복리의 증진을 도모하기 위하여 서로 중복되지 않게 도시관리계획으로 결정하는 지역으로 도시지역, 관리지역, 농림지역",https://www.data.go.kr/data/15058773/openapi.do,국토교통부,2025-07-11,12803,4294,
식품의약품안전처_식품용 기구 및 용기포장 공전,식품의약품안전처에서 관리하는 식품위생법에 따른 식품용 기구 및 용기포장 공전 자료입니다.,https://www.data.go.kr/data/15059199/openapi.do,식품의약품안전처,2025-08-27,6536,1658,
농촌진흥청 국립축산과학원_가축사육기상정보_가축 더위지수,"축종별로 온도와 습도를 반영한 더위지수를 산출하여 가축의 생리적 스트레스 예측에 활용할 수 있으며, 축산농가에서는 이를 바탕으로 사육환경 조절, 냉방 장치 가동 시점 결정 등 폭염",https://www.data.go.kr/data/15102076/openapi.do,농촌진흥청 국립축산과학원,2025-08-03,3128,79,
식품의약품안전처_행정처분결과,"식품위생법, 수입식품안전관리 특별법, 식품 등 표시· 광고에 관한 법률 등 위반으로 행정처분을 받은 식품 관련 업체에 대한 속성정보를 제공합니다.",https://www.data.go.kr/data/15059500/openapi.do,식품의약품안전처,2025-08-27,7295,1883,
대구광역시_맛집,"그리고 대구10미, 대빵(대구명품빵), 대구우수식품 등 대구의 대표 음식 브랜드 및 대구밀키트, 대구의 먹거리골목과 먹거리골목에 있는 음식점 등에 대한 내용들을 확인할 수 있어 이",https://www.data.go.kr/data/15057236/openapi.do,대구광역시,2026-01-23,14374,5847,
한국식품안전관리인증원_HACCP 인증업체정보,"(HACCP 인증업체정보) HACCP 인증을 받은 업체의 HACCP인증번호, 축산/식품 업체 구분, 업체명, 사업자 번호, 대표자명, 주소, 지역1(시도), 지역2(시군구), 업태코드",https://www.data.go.kr/data/15033311/openapi.do,한국식품안전관리인증원,2025-05-30,15660,473,
식품의약품안전처_푸드QR 정보 서비스,"푸드QR 목록정보, 푸드QR 품목제조정보, 푸드QR 식품표시정보, 푸드QR 식품표시정보 주의사항, 푸드QR 식품표시정보 보관 및 취급방법, 푸드QR 식품표시정보 용기 및 포장재질,",https://www.data.go.kr/data/15143798/openapi.do,식품의약품안전처,2025-06-11,3720,115,
식품의약품안전처_인허가 업소 정보,"식품 관련 업체가 인허가를 받기 위해 제출한 기본 속성정보를 제공합니다. 속성정보로는 인허가번호, 업종, 업소명, 대표자명, 전화번호, 허가일자 등이 있습니다.",https://www.data.go.kr/data/15064977/openapi.do,식품의약품안전처,2025-08-27,8381,1390,
경기도 광명시_축산물위생관리업체 현황,광명시 축산물위생관리업체 현황입니다,https://www.data.go.kr/data/15033140/openapi.do,경기도 광명시,2023-12-05,2101,38,
경기도_맛집 현황,"데이터는 경기도 식품안전과에서 제공하며, 향후 갱신은 이루어지지 않습니다.",https://www.data.go.kr/data/15057234/openapi.do,경기도,2025-09-05,17675,4224,
행정안전부_동물_가축인공수정소 조회서비스,정리하여 인허가 현황을 일관되게 안내 - 해당 데이터에 대한 추가적인 자료 요청시 지자체 및 소관기관 담당자에게 문의 - 해당 데이터 법령 소관기관 및 문의처 : 농림축산식품부 축산정책과,https://www.data.go.kr/data/15155097/openapi.do,행정안전부,2026-04-15,141,42,
행정안전부_동물_종축업 조회서비스,상세 주소를 비식별 조치하여 제공 - 해당 데이터에 대한 추가적인 자료 요청시 지자체 및 소관기관 담당자에게 문의 - 해당 데이터 법령 소관기관 및 문의처 : 농림축산식품부(축산정책과,https://www.data.go.kr/data/15155118/openapi.do,행정안전부,2026-04-15,208,39,
식품의약품안전처_수산물 수입업체 현황 정보,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15064972/openapi.do,식품의약품안전처,2025-08-26,6552,1310,
농림축산식품부_가축 분뇨 살포 현황,"해당 데이터는 축산농가의 가축분뇨 처리 및 자원화 현황을 정리한 자료로, 춘산농가, 액비저장조 등을 제공하고 있습니다.",https://www.data.go.kr/data/15056723/openapi.do,농림축산식품부,2025-09-11,4286,552,
행정안전부_어린이기호식품품질인증현황및재심사현황,"- 해당 데이터는 식품의약품안전처에서 제공하는 어린이기호식품품질인증현황 정보입니다.""",https://www.data.go.kr/data/15153232/openapi.do,행정안전부,2025-11-20,58,2,
농림축산식품부_가축분뇨 작물별 액비살포현황,"해당 데이터는 가축분뇨 작물별 액비현황에 관한 자료로, 축산농가의 가축분뇨처리 및 자원화에 관한 정보를 제공하고 있습니다.",https://www.data.go.kr/data/15057104/openapi.do,농림축산식품부,2025-09-11,2629,526,
경기도 안양시_즉석판매제조가공업_현황,"이 자료는 시민들이 안전한 식품을 구매할 수 있도록 관련 업소 정보를 투명하게 공개하고, 보건 위생 관리를 강화할 목적으로 수집되었습니다.",https://www.data.go.kr/data/15126522/openapi.do,경기도 안양시,2025-08-07,2052,68,
국토교통부_주거환경개선지구도(WMS/WFS),"건폐율·용적률·높이 등을 제한함으로써 토지를 경제적·효율적으로 이용하고 공공복리의 증진을 도모하기 위하여 서로 중복되지 않게 도시관리계획으로 결정하는 지역으로 도시지역, 관리지역, 농림지역",https://www.data.go.kr/data/15059525/openapi.do,국토교통부,2025-07-09,5831,1763,
한국식품안전관리인증원_HACCP 제품별 인증정보,"(HACCP 제품별 인증 정보제공 서비스) 전국의 HACCP 인증을 받은 식품기업이 생산 중인 HACCP 인증 제품에 대한 품목보고번호, 축산/식품구분, 제품명, 유형코드, 유형명,",https://www.data.go.kr/data/15033303/openapi.do,한국식품안전관리인증원,2025-06-09,8856,190,
식품의약품안전처_집단급식소 설치 현황,"또한 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15064978/openapi.do,식품의약품안전처,2025-08-27,4841,1443,
국토교통부_도시지역,"건폐율·용적률·높이 등을 제한함으로써 토지를 경제적·효율적으로 이용하고 공공복리의 증진을 도모하기 위하여 서로 중복되지 않게 도시관리계획으로 결정하는 지역으로 도시지역, 관리지역, 농림지역",https://www.data.go.kr/data/15056805/openapi.do,국토교통부,2025-07-11,11323,1662,
식품의약품안전처_식중독 원인물질별 정보,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15080799/openapi.do,식품의약품안전처,2025-08-26,3922,944,
국토교통부_수질측정망하천수지점,"물환경정보 물환경정보도(수생태계조사지점,수질자동측정망측정지점,수질측정망하천수지점,수질측정망호소수지점,수질측정망농업용수지점,수질측정망공단배수지점,수질측정망도시관류지점,농공단지처리시설,축산폐수공공처리시설",https://www.data.go.kr/data/15056655/openapi.do,국토교통부,2024-07-10,7624,894,
식품의약품안전처_기구.용기포장제조업,식품위생법에 따른 기구.용기 포장 제조업 관련 정보입니다.,https://www.data.go.kr/data/15064906/openapi.do,식품의약품안전처,2025-08-26,3883,621,
식품의약품안전처_동물용의약품 정보,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15074326/openapi.do,식품의약품안전처,2025-08-26,4551,933,
식품의약품안전처_농약 등록정보,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15087239/openapi.do,식품의약품안전처,2025-08-26,4370,1082,
국토교통부_도시자연공원구역,"건폐율·용적률·높이 등을 제한함으로써 토지를 경제적·효율적으로 이용하고 공공복리의 증진을 도모하기 위하여 서로 중복되지 않게 도시관리계획으로 결정하는 지역으로 도시지역, 관리지역, 농림지역",https://www.data.go.kr/data/15059527/openapi.do,국토교통부,2025-07-11,9008,1462,
식품의약품안전처_검사부적합(국내),"국내식품의 검사결과, 기준·규격 부적합 판정을 받은 제품(제조원, 제조일자, 유통기한이 동일한 제품만 해당)에 대한 속성정보를 제공합니다.",https://www.data.go.kr/data/15063677/openapi.do,식품의약품안전처,2025-08-26,4372,701,
식품의약품안전처_식중독 발생지역별 정보,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15080800/openapi.do,식품의약품안전처,2025-08-26,4317,895,
국토교통부_자연환경보전지역,"건폐율·용적률·높이 등을 제한함으로써 토지를 경제적·효율적으로 이용하고 공공복리의 증진을 도모하기 위하여 서로 중복되지 않게 도시관리계획으로 결정하는 지역으로 도시지역, 관리지역, 농림지역",https://www.data.go.kr/data/15057731/openapi.do,국토교통부,2025-07-09,12038,1796,
식품의약품안전처_위생관리등급별 업소 현황,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15064937/openapi.do,식품의약품안전처,2025-08-27,3983,848,
식품의약품안전처_푸드트럭지정현황조회,"또한 푸드트럭에 대한 정보 제공, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15111982/openapi.do,식품의약품안전처,2025-08-18,2631,64,
식품의약품안전처_용어사전(기구용기포장∙식의약품용어집),"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15076885/openapi.do,식품의약품안전처,2025-08-27,3660,814,
식품의약품안전처_식중독 원인시설별 정보,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15080782/openapi.do,식품의약품안전처,2025-08-26,3345,779,
"식품의약품안전처_식품원재료(식물,동물,미생물,수산물) 정보","식품공전에 등재되어 있는 식물성, 동물성, 미생물, 수산물의 식품원재료에 대한 속성정보를 제공합니다.",https://www.data.go.kr/data/15081274/openapi.do,식품의약품안전처,2025-08-27,3169,698,
경기도 이천시_기업현황,"주요 산업은 전자부품, 식품, 화학제품, 물류 등으로 다양하며, 특히 하이닉스 등 대기업의 입지로 인해 제조업 비중이 높은 편입니다.",https://www.data.go.kr/data/15014462/openapi.do,경기도 이천시,2025-06-02,11281,1910,
농촌진흥청 국립축산과학원_젖소 유전능력 평가결과,"이 데이터는 축산 농가가 우수 개체를 선발하거나 번식 계획을 수립할 때 유용하게 활용될 수 있으며, 육종개선, 유전적 다양성 확보, 생산성 향상 등 다양한 목적에 맞춰 적용이 가능합니다",https://www.data.go.kr/data/15102045/openapi.do,농촌진흥청 국립축산과학원,2025-08-03,1226,21,
경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,"또한, 축산 환경 개선 및 지속 가능한 농업 발전을 위한 정책 수립, 행정 지원, 현장 점검 계획 수립 등 다양한 행정 업무에 유용하게 활용됩니다.",https://www.data.go.kr/data/15097251/openapi.do,경상북도 구미시,2025-08-06,3608,22,
농촌진흥청 국립식량과학원_벼 품종 이미지 정보 서비스,"벼 품종 이미지 정보를 제공하는 서비스 - 제공항목(벼 품종 이미지 목록 조회) : 인증키, 페이지 번호, 한 페이지 결과 수, 목록 번호, 데이터 상세 번호, 시험년도, 구분코드('A':특성검정, 'B' : 품종정보, 'C' : 육성품종, 'Z' : 기타), 품종구분코드, 품종구분명, 제목, 비고, 사용여부, 등록일자(YYYY-MM-DD), 첨부파일 수량, 품종ID, 품종명, 품종영어명, 데이터 총 개수 - 제공항목(벼 품종 이미지 상세 조회) : 결과코드, 결과메시지, 데이터 상세 번호, 파일번호, 파일제목, 파일경로, 파일명, 원본파일명, 파일용량, 파일사용여부, 등록일자, 파일링크URL",https://www.data.go.kr/data/15065007/openapi.do,농촌진흥청 국립식량과학원,2025-07-29,6133,53,
국토교통부_취락지구,"녹지지역·관리지역·농림지역·자연환경보전지역·개발제한구역 또는 도시자연공원구역의 취락을 정비하기 위한 지구 취락지구의 도형, 속성 정보를 조회",https://www.data.go.kr/data/15059282/openapi.do,국토교통부,2025-07-01,5735,276,
농림축산식품부 농림축산검역본부_도축장별 축종별 도축실적,"본 데이터를 활용하여 축산물 위생정책 수립,안전관리 강화, 도축시설 관리감독등의 업무에 참조자료로 할용가능 - 축산업게, 연구기관 등에서도 생산,유통 분석, 소비 동향 파악, 식품안전연구등의",https://www.data.go.kr/data/15058568/openapi.do,농림축산식품부 농림축산검역본부,2025-09-18,10852,1724,
농촌진흥청 국립축산과학원_가축유전체 동결자원(정액),"국립축산과학원 가축유전자원정보시스템에서 제공하는 동결자원 데이터는 가축의 유전적 다양성과 우수 형질을 보존하기 위해 확보된 다양한 형태의 동결자원에 대한 정보를 담고 있습니다. 본 데이터는 동결자원의 명칭, 자원 종류명, 개체명호, 품종 등의 항목으로 구성되어 있으며, 국가 차원의 가축 유전자원 보존 및 활용 정책 수립에 중요한 기초자료로 활용됩니다. 이 정보를 통해 연구자와 축산업 종사자들은 희귀하거나 우수한 유전 형질을 가진 가축 자원의 활용 가능성을 높일 수 있으며, 품종 개선, 복제, 질병 저항성 증진 등의 연구와 실무에 직접적으로 응용할 수 있습니다.",https://www.data.go.kr/data/15102557/openapi.do,농촌진흥청 국립축산과학원,2025-08-03,1126,20,
경기도_가축 사육업체 현황,"총 23개 항목으로 구성되어 있으며, 사업장명, 인허가일자, 영업상태, 소재지 면적, 축산업무 및 축산물 가공업 구분, 종업원 수, 위치정보(WGS84 좌표), 축산고유번호 등 세부적인",https://www.data.go.kr/data/15058386/openapi.do,경기도,2025-07-21,4153,447,
식품의약품안전처_농약의 잔류허용기준 정보,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립, 맞춤형 서비스 개발 기반 제공으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15074323/openapi.do,식품의약품안전처,2025-08-26,4421,651,
경기도 가금류 농장 현황,"특히 시군 단위로 데이터를 조회할 수 있어 지역별 가금류 사육 현황을 비교·분석할 수 있으며, 이는 정책 수립이나 축산 자원 관리, 방역 대책 마련에 중요한 기반 자료로 활용될 수",https://www.data.go.kr/data/15057795/openapi.do,경기도,2025-09-25,5460,599,
경기도_동물약국 현황,"항목으로는 시군명, 사업장명, 인허가일자, 영업상태, 주소(도로명 및 지번), 전화번호, 총종업원 수, 업태구분명, 위도·경도 좌표, 축산업무 구분명, 축산고유번호 등이 포함됩니다.",https://www.data.go.kr/data/15059138/openapi.do,경기도,2025-06-27,4956,794,
식품의약품안전처_위생용품품목제조보고,"또한 식품안전 분야의 정보 투명성 제고, 식품산업 발전 지원, 데이터에 기반한 식품안전정책 수립으로 국민 편의성을 향상 시킬 수 있습니다.",https://www.data.go.kr/data/15059675/openapi.do,식품의약품안전처,2025-08-27,4603,627,
식품의약품안전처_급식 학교 위탁급식업체 정보,학교는 집단 급식 형태로 제한된 공간과 정해진 시간에 식품을 제공(섭취)함에 따라 식중독 발생 시 다수의 인원이 동시에 발생되어 대형 식중독으로 확대될 우려가 높고 납품받은 식재료에서,https://www.data.go.kr/data/15117399/openapi.do,식품의약품안전처,2025-08-12,2769,51,
경기도_모범음식점 현황,이 데이터는 경기도 내 식품위생과 서비스 수준이 우수하다고 평가되어 모범음식점으로 지정된 업소의 정보를 포함하고 있습니다.,https://www.data.go.kr/data/15057674/openapi.do,경기도,2025-09-05,6915,845,
서울특별시농수산식품공사_경매결과,* 서울시농수산식품공사에서 제공중인 경매결과에 대한 API 입니다.,https://www.data.go.kr/data/15076020/openapi.do,서울특별시농수산식품공사,2025-07-04,8526,1214,
경기도_일반음식점(김밥(도시락)) 현황,"본 데이터는 분식류 관련 외식업 동향 파악, 창업 입지 분석, 식품위생 관리, 정책 수립 등 여러 분야에서 활용할 수 있습니다.",https://www.data.go.kr/data/15056852/openapi.do,경기도,2025-09-09,4136,1635,
