title,desc,url,provider,type,cycle,dataId,registered,updated
수입농산물유통이력 품목별 신고현황,수입농산물유통이력 신고와 관련된 정보,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240724000000002593,국립농산물품질관리원,파일,년간,20240724000000002593,2024-07-24,2024-07-24
아프리카돼지열병 및 고병원성조류인플루엔자 발생현황,아프리카돼지열병 및 고병원성 조류인플루엔자 발생현황 및 주요 미흡사항 통계 자료,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20170913000000000801,농림축산검역본부,파일,년간,20170913000000000801,2024-07-24,2024-07-24
농기계별 농기계종합보험 가입현황,농기계별 농기계종합보험 가입현황,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240724000000002594,농림축산식품부,파일,년간,20240724000000002594,2024-07-24,2025-08-14
한식진흥원_한식메뉴 외국어표기 길라잡이 800선,"외국인이 한식을 보다 쉽고 정확하게 이해하면서 즐길 수 있도록 한식메뉴의 외국어 표기를 4개국어(한·영·중·일)로 번역하여 메뉴명을 표기하고 , 간략한 설명과 음식사진을 곁들여 '한식메뉴 외국어표기 길라잡이'에 담았습니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240725000000002598,한식진흥원,파일,주기없음,20240725000000002598,2024-07-23,2024-07-23
(대체)농지조성비 고시단가 연혁,농지를 전용할 때 부과하는 舊 「농지의 보전 및 이용에 관한 법률」에 따른 농지조성비 및 구 「농지법」에 따른 대체농지조성비의 평 또는 제곱미터당 부과 단가 고시 연혁을 정리한 자료,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240719000000002589,농림축산식품부,파일,주기없음,20240719000000002589,2024-07-19,2025-09-05
농업인안전보험 시도별 가입현황,농업인안전보험 시도별 가입현황,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240717000000002587,농림축산식품부,파일,년간,20240717000000002587,2024-07-17,2025-08-14
2023년 농식품공무원교육원 교육훈련 통계자료,2023년 농식품공무원교육원 교육훈련 통계자료입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240717000000002586,농식품공무원교육원,파일,주기없음,20240717000000002586,2024-07-17,2024-07-17
격리재배검역 명령 현황,연도별 격리재배검역 명령 현황,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240716000000002585,농림축산검역본부,파일,년간,20240716000000002585,2024-07-16,2025-08-28
한국농어촌공사_재난재해 홍수조절 방류현황,"재난, 재해 등 비상상황 발생시 한국농어촌공사 관리시설의 홍수조절 방류 현황 정보(재해현황, 시설코드, 시설명, 작성일, 수혜면적, 만수위, 홍수위, 개폐시작시간, 개폐종료시간)를 제공",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002562,한국농어촌공사,파일,년간,20240704000000002562,2024-07-04,2024-07-04
한국농어촌공사_지하수 단위면적당 이용량,농어촌지하수관리시스템에서 제공하는 농어촌지하수관리조사 결과 분석된 전국 단위 리별 지하수 단위면적당이용량(천㎥/년/㎢) 정보,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002576,한국농어촌공사,파일,년간,20240704000000002576,2024-07-04,2024-07-04
한국농어촌공사_지하수 관정밀도,농어촌지하수관리시스템에서 제공하는 농어촌지하수관리조사 결과 분석된 전국 단위 리별 지하수 관정밀도(공/㎢) 정보,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002577,한국농어촌공사,파일,년간,20240704000000002577,2024-07-04,2024-07-04
한국농어촌공사_지하수 오염예측도,농어촌지하수관리조사 결과 분석된 지하수 오염예측도(DRASTIC INDEX모델+단위면적당오염발생부하량)정보 ※ DRASTIC D: 지하수면의 깊이 R: 지하수 함양량 A: 대수층의 구성매질 S: 지표토양의 구성매질 T: 지형 I: 비포화대 매질의 영향 C: 대수층의 수리전도도,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002568,한국농어촌공사,파일,년간,20240704000000002568,2024-07-04,2024-07-04
한국농어촌공사_지하수 전기전도도 등고선,농어촌 지하수 관리시스템에서 제공하는 농어촌지하수관리조사 결과 분석된 전국 지하수 전기전도도(EC)등고선 자료,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002572,한국농어촌공사,파일,년간,20240704000000002572,2024-07-04,2024-07-04
한국농어촌공사_농업기반시설 안전점검결과,"한국농어촌공사 관리시설(저수지, 양수장 등) 안전점검 결과에 대한 정보입니다. 안전점검 결과에 대한 기본정보(본부명, 지사명, 표준시설코드, 시설명, 시설구분, 점검일시, 점검자, 점검결과(등급))를 제공합니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002560,한국농어촌공사,파일,년간,20240704000000002560,2024-07-04,2024-07-04
한국농어촌공사_지하수 수두 등고선,농어촌 지하수 관리시스템에서 제공하는 농어촌지하수관리조사 결과 분석된 지하수 수두등고선 * 수두: 지하수면의 해발고도(m),https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002567,한국농어촌공사,파일,년간,20240704000000002567,2024-07-04,2024-07-04
한국농어촌공사_지하수 수위 등고선,농어촌지하수관리시스템에서 제공하는 농어촌지하수관리조사 결과 분석된 전국 지하수 수위등고선 * 수위: 지표면에서 지하수면까지의 높이,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002566,한국농어촌공사,파일,년간,20240704000000002566,2024-07-04,2024-07-04
한국농어촌공사_지하수 수량관리지역,농어촌 지하수 관리시스템에서 제공하는 농어촌지하수관리조사 결과가 분석된 전국 리 단위별 지하수 수량관리지역 정보,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002565,한국농어촌공사,파일,년간,20240704000000002565,2024-07-04,2024-07-04
한국농어촌공사_농촌지하수관리 보고서,농어촌지역 지하수의 효율적 개발 및 관리 - 농어촌용수구역별 지하수 현황조사/분석을 통한 용수이용 및 시설물 관리 대책 수립 시행 - 지하수사업 재정 투입 적정성 판단의 기초자료로 활용,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002564,한국농어촌공사,링크,주기없음,20240704000000002564,2024-07-04,2024-07-04
한국농어촌공사_지하수 수맥지구,"전국 지하수를 대상으로 시추조사, 탐사를 위한 수맥조사지구와 탐사를 위한 분산지구에 대한 공간정보로 위치, 면적, 수량 및 수맥관정 정보를 제공",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002579,한국농어촌공사,파일,주기없음,20240704000000002579,2024-07-04,2024-07-04
한국농어촌공사_농업생산기반정비통계연보_용배수로현황,농업생산기반정비실적을 기록 보존하여 농업생산기반시설의 효율적인 유지관리와 농정시책 수립자료 활용을 위해 매년 발간하고 있는 농업생산기반정비통계연보 중 용배수로 현황에 대한 데이터 입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002561,한국농어촌공사,파일,년간,20240704000000002561,2024-07-04,2024-07-04
한국농어촌공사_하류하천 지역 비상대처 대피소 정보,"재난, 재해 등 비상상황 발생시 비상대처 대피장소에 대한정보(본부명, 지사명, 표준시설코드, 시설명, 대피소명, 소재지, 전화번호, 수용가능인원)을 제공",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002563,한국농어촌공사,파일,년간,20240704000000002563,2024-07-04,2024-07-04
한국농어촌공사_지하수 질산성질소 등고선,농어촌지하수관리시스템에서 제공하는 농어촌지하수관리조사 결과 분석된 전국 지하수 질산성질소(NO3-N)등고선,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002578,한국농어촌공사,파일,년간,20240704000000002578,2024-07-04,2024-07-04
한국농어촌공사_시추개발관정,"한국농어촌공사에서 1970년 이후 직영 시추개발한 지하수 관정정보 관정코드, PNU코드, TMX, TMY, 관리구분, 개발년도 표기",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002571,한국농어촌공사,파일,년간,20240704000000002571,2024-07-04,2024-07-04
한국농어촌공사_지하수 관정현황,농어촌지하수관리시스템에 등재된 데이터 중 농촌지하수자원관리조사에서 현장조사한 지하수 관정의 위치정보 및 제원 정보,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002570,한국농어촌공사,파일,년간,20240704000000002570,2024-07-04,2024-07-04
농업기반시설 시설제원 취입보,"한국농어촌공사 농업기반시설제원 취입보에 대한 정보입니다. 취입보에 대한 기본정보(표준시설코드,시설명,소재지,착공년도,준공년도,종별,구분,유역면적,홍수면적,만수면적,수혜면적 등)을 제공합니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002557,한국농어촌공사,파일,년간,20240704000000002557,2024-07-04,2024-07-04
농업기반시설 시설제원 집수암거,"한국농어촌공사 농업기반시설제원 집수암거에 대한 정보입니다. 집수암거에 대한 기본정보(표준시설코드,시설명,소재지,착공년도,준공년도,종별,구분,유역면적,홍수면적,만수면적,수혜면적 등)을 제공합니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002558,한국농어촌공사,파일,년간,20240704000000002558,2024-07-04,2024-07-04
농업기반시설 시설제원-양배수장,"한국농어촌공사 농업기반시설제원 양배수장에 대한 정보입니다. 양배수장에 대한 기본정보(표준시설코드,시설명,소재지,착공년도,준공년도,종별,구분,유역면적,홍수면적,만수면적,수혜면적 등)을 제공합니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002556,한국농어촌공사,파일,년간,20240704000000002556,2024-07-04,2024-07-04
한국농어촌공사_지하수 오염취약성도,농어촌지하수관리조사 결과 분석된 지하수 오염취약성도(DRASTIC INDEX모델) 정보 ※ DRASTIC D: 지하수면의 깊이 R: 지하수 함양량 A: 대수층의 구성매질 S: 지표토양의 구성매질 T: 지형 I: 비포화대 매질의 영향 C: 대수층의 수리전도도,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002569,한국농어촌공사,파일,년간,20240704000000002569,2024-07-04,2024-07-04
한국농어촌공사_지하수 수질관리지역,농어촌지하수관리시스템에서 제공하는 농어촌지하수관리조사 결과가 분석된 전국 리 단위별 지하수 수질관리지역 정보,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002574,한국농어촌공사,파일,년간,20240704000000002574,2024-07-04,2024-07-04
한국농어촌공사_지하수 수소이온농도 등고선,농어촌지하수 관리시스템에서 제공하는 농어촌지하수관리조사 결과 분석된 전국 지하수 수소이온농도(pH) 등고선,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240704000000002573,한국농어촌공사,파일,년간,20240704000000002573,2024-07-04,2024-07-04
한국농어촌공사_농지관리기금 국가회계 손익계산서,농지관리기금을 한해 동안 운용하고 그에 대한 결산을 수행하였습니다. 결산 수행 후 생성한 결산보고서 중에서 손익계산서입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002549,한국농어촌공사,파일,년간,20240703000000002549,2024-07-03,2024-07-03
한국농어촌공사_지구 공구 토지정보,"한국농어촌공사 조성토지 데이터로 토지구분,행정구역코드,지구,공구,지번구분,지번,면적 정보를 제공합니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002547,한국농어촌공사,파일,년간,20240703000000002547,2024-07-03,2024-07-03
논가뭄지도,논 가뭄에 대한 가뭄 정보와 변경된 저수율을 시군별로 나타내는 것 작성 기준일에 따른 가뭄 정보(N-현재)(1-1개월)(2-2개월)(3-3개월),https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002552,한국농어촌공사,파일,년간,20240703000000002552,2024-07-03,2024-07-03
가뭄예경보 자료,가뭄전망 현재일 기준으로 1개월 -2개월-3개월순으로 정상 주위 심함 매우심함을 표현 가뭄전망 : 0:정상 1:주의 2:심함 3:매우심함,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002551,한국농어촌공사,파일,년간,20240703000000002551,2024-07-03,2024-07-03
한국농어촌공사_조성토지 임대계약현황,"한국농어촌공사 조성토지 임대 계약 현황 데이터로 계약번호, 지구,공구,계약일, 필지수, 면적 정보를 제공합니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002546,한국농어촌공사,파일,년간,20240703000000002546,2024-07-03,2024-07-03
축산물등급판정통계연보_소_일평균_판정물량별_도축장개소수,"매년 발간되는 축산물등급판정통계연보에서 소고기, 소도체 , 소에 관한 통계정보 입니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002542,축산물품질평가원,파일,년간,20240703000000002542,2024-07-03,2024-07-03
한국농어촌공사_농지보전부담금 부과 통계,"농지보전부담금 부과관련 통계자료로 집계월, 통계형태, 관할청, 발생근거, 납입문서, 농지별 면적/금액/건수 자료를 제공함",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002548,한국농어촌공사,파일,년간,20240703000000002548,2024-07-03,2024-07-03
축산물등급판정통계연보_소_품종별_등급판정결과,"매년 발간되는 축산물등급판정통계연보에서 소고기, 소도체 , 소에 관한 통계정보 입니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002541,축산물품질평가원,파일,년간,20240703000000002541,2024-07-03,2024-07-03
시설뚝높이기정보,저수지 뚝높이기 시설의 사업 전의 유효저수량과 증고 후 유효저수량을 숫자로 표현한 값으로 저수지 뚝높이기 전과 후의 요효저수량 차이를 볼 수 있음,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002554,한국농어촌공사,파일,주기없음,20240703000000002554,2024-07-03,2024-07-03
한국농어촌공사_농지관리기금 국가회계 재정운영표,농지관리기금을 한해 동안 운용하고 그에 대한 결산을 수행하였습니다. 결산 수행 후 생성한 결산보고서중에서 재정운영표입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002550,한국농어촌공사,파일,년간,20240703000000002550,2024-07-03,2024-07-03
시설기본정보,공사관리 저수지의 수원공타입과 시설명 유효저수량 및 유효면적 수혜면적 및 위치정보를 포함하는 자료 수원공타입(주-M)(보조-S)(부속-I),https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002553,한국농어촌공사,파일,년간,20240703000000002553,2024-07-03,2024-07-03
"국가 항생제 사용 및 내성 모니터링(동물, 축산물)",국내 축산및 반려동물 항생제 사용 및 내성 실태 조사,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002518,농림축산검역본부,링크,년간,20240702000000002518,2024-07-02,2024-07-02
축산물등급판정통계연보_소_품종별_성별_육질_육량등급별_출현율,"축산물등급판정통계연보 2023년, 1-3 표의 소 품종별 성별 육질, 육량등급별 출현율에 대한 데이터를 제공합니다. 소 품종별 성별 육질등급별 출현율과 품종별 성별 육량등급별 출현율을 제공합니다. 육량등급은 A, B, C가 있으며 육질등급은 1++, 1+, 1, 2, 3등급 및 등외가 있습니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002511,축산물품질평가원,파일,주기없음,20240702000000002511,2024-07-02,2024-07-02
한국농어촌공사_농지연금사업 연금액 규모별 통계,한국농어촌공사 농지연금사업 가입자의 연도별 월 연금수령액을 규모별로 구분하여 2011년부터 현재까지 가입 건수 통계 자료 입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002508,한국농어촌공사,파일,년간,20240702000000002508,2024-07-02,2024-07-02
한국농어촌공사_농지은행 홍보정보,한국농어촌공사에서 농지은행사업 및 농지연금사업의 활성화를 위해 홍보한 내역을 링크주소로 제공하는 데이터 입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002509,한국농어촌공사,파일,년간,20240702000000002509,2024-07-02,2024-07-02
한국농어촌공사_연도별 가입자 연령별 농지연금 가입내역 통계,한국농어촌공사 농지연금사업의 연도별 가입자 가입연령을 2011년부터 현재까지 통계자료로 작성한 데이터 입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002510,한국농어촌공사,파일,년간,20240702000000002510,2024-07-02,2024-07-02
한국농어촌공사_연계 시설 코드 분류표,한국농어촌공사에서 운영하고 있는 용수시설통합운영관리시스템(TOMS)에서 사용하는 시설 코드 분류표 입니다. 내부시스템의 데이터를 활용할때 사용하시면 됩니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002519,한국농어촌공사,파일,년간,20240702000000002519,2024-07-02,2025-08-22
한국농어촌공사_수위 관측소 정보 데이터,"홍수통제소에서 받은 하천 위치정보 입니다. 하천명, 관리기관, 주소정보와 좌푯값이 표시되어 있습니다. 보다 상세한 데이터는 홍수통제소 api를 활용하시길 바랍니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002517,한국농어촌공사,파일,년간,20240702000000002517,2024-07-02,2025-08-22
한국농어촌공사_염도계 정보,"한국농어촌공사에서 설치/관리 하고 있는 염도 정보 입니다. 염도 위치정보, 염도값, 마지막 계측데이터를 제공합니다. 최신 데이터 데이터의 경우 RAWRIS 시스템에서 받아서 활용하시는걸 추천드립니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002516,한국농어촌공사,파일,년간,20240702000000002516,2024-07-02,2025-08-22
한국농어촌공사_수문 설치 정보,한국농어촌공사 용수시설통합운영관리시스템(TOMS)에서 사용중인 수문 종류 입니다. 시스템 내부에서 사용하는 수문의 코드값이 분류되어 있습니다. 타 데이터와 결합해서 사용하실때 참고 하시길 바랍니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002515,한국농어촌공사,파일,년간,20240702000000002515,2024-07-02,2025-08-22
한국농어촌공사_연구보고서,한국농어촌공사 농어촌연구원 연구보고서,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002520,한국농어촌공사,파일,년간,20240702000000002520,2024-07-02,2025-08-27
꿀벌질병 분기별 진단실적,"농림축산건역본부는 전국 꿀벌질병 병성감정을 수행하고 있으며, 분기별 진단 실적을 개방함으로써 농가에서 국내 질병 발생 현황을 파악하고 이동양봉 및 사양관리에 활용하여 선제적 질병방제 기반을 마련하고자함",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002503,농림축산검역본부,링크,주기없음,20240701000000002503,2024-07-01,2024-07-01
동물등록 현황정보(&amp;#39;21년~&amp;#39;22년),"21년부터 22년까지 동물등록 정보와 관련하여 등록동물의 정보(축종, 품종, 성별, 이름, 색상 항목)를 제공합니다",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002497,농림축산검역본부,링크,주기없음,20240701000000002497,2024-07-01,2024-07-01
행정구역별 반려동물등록 개체 수 현황,"""2022년 동물 보호복지 실태조사""를 바탕으로 작성한 동물등록 현황입니다. 2022년까지 시도, 시군구별 축종(개, 고양이)에 따른 동물 등록 누계(사망 제외) 자료입니다. 개 등록 누계(A), 고양이 등록 누계(B), 총 등록 누계(C=A+B)",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002502,농림축산검역본부,링크,주기없음,20240701000000002502,2024-07-01,2024-07-01
반려동물 영업장 주소 등 정보,반려동물 영업장 정보 동물판매업 동물수입업 동물생산업 동물위탁관리업 동물운송업 동물장묘업 동물미용업 정보를 제공합니다,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002501,농림축산검역본부,링크,주기없음,20240701000000002501,2024-07-01,2024-07-01
반려동물 보호복지 실태조사,"'21년 반려 동물 동물등록, 유기유실, 보호관리, 길고양이 중성화 등에 관한 현황을 담당 지자체로부터 제출받아 취합한 자료입니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002500,농림축산검역본부,링크,주기없음,20240701000000002500,2024-07-01,2024-07-01
동물등록 분실신고,국가동물보호정보시스템을 통해 분실신고된 동물등록정보입니다. 동물 정보(품종 연령 털색 등)을 포함하고 있습니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002499,농림축산검역본부,링크,주기없음,20240701000000002499,2024-07-01,2024-07-01
축산물품질평가원_축산물경락가격정보,"축산물(소·돼지·닭·계란·오리)에 대한 등급판정 결과, 고기 및 부산물 정보, 도매시장 정보, 경매 현황, 도페, 육질/육량 경락가격정보, 권역별 경략가격정보 등 축산물 등급 판정 및 경매에 관한 전반적인 정보 서비스를 제공함",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002543,축산물품질평가원,링크,주기없음,20240703000000002543,2024-07-01,2024-07-01
축산물품질평가원_농장식별번호정보,가축 및 축산물 이력관리에 관한 법률(축산물이력법)에 따른 농장식별번호 정보를 조회할 수 있는 서비스를 제공합니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002544,축산물품질평가원,링크,주기없음,20240703000000002544,2024-07-01,2024-07-01
축산물품질평가원_가금산물 일일거래가격정보,"가금산물(육계ㆍ계란ㆍ오리)의 거래량과 거래가격을 수집해 정보 검증을 거처 익일에 가금산물(육계ㆍ계란ㆍ오리)산지,도매 일일 거래 가격 현황 자료",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240703000000002545,축산물품질평가원,링크,주기없음,20240703000000002545,2024-07-01,2024-07-01
재미있는 식물병해충 이야기,식물건강의 해를 기념하여 재미있는 식물병해충 이야기를 발간하였습니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240709000000002581,농림축산검역본부,링크,주기없음,20240709000000002581,2024-07-01,2024-07-01
축산물등급판정통계연보_소_품종별_성별_육량등급별 육량지수,"축산물등급판정 통계연보2023년도에서 표1-4 소 품종(한우, 육우, 젖소)별 성(암, 수, 거세)별 육량등급(A, B, C)별 육량지수(Index)를 제공합니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002494,축산물품질평가원,파일,년간,20240701000000002494,2024-07-01,2024-07-01
길고양이 중성화사업(TNR),"전국 지자체에서 길고양이의 개체수 조절을 위해 시행중인 길고양이 중성화사업(TNR) 정보를 시도/시군구, 포획일, 품종, 털색, 성별을 조회한 후 CSV 파일로 다운로드 할 수 있습니다. 관리번호, 사업지역, 포획정보, 길고양이 특징정보, 중성화/방사/종결 정보, 사진 정보(포획/중성화/방사)를 제공합니다.",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002498,농림축산검역본부,링크,주기없음,20240701000000002498,2024-07-01,2024-07-01
젖소 유방염 방제사업 결과,"젖소 유방염 조기발견 및 치료약제 선발에 활용하여 낙농가의 피해방지와 안전축산물 생산공급 기반 조성을 위해 실시하는 ""젖소 유방염 방제사업"" 수행결과",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002496,농림축산검역본부,링크,수시,20240701000000002496,2024-07-01,2024-07-01
농림축산식품부 농림축산검역본부 바이러스질병과 수의과학기술편람,농림축산검역본부 바이러스질병과에서 연구사업 등의 결과로 도출된 표준기술,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240701000000002504,농림축산검역본부,파일,년간,20240701000000002504,2024-07-01,2024-07-01
소 브루셀라 이동제한 정보,지역별 소 브루셀라병으로 인한 이동제한 농가 수,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20151028000000000497,농림축산식품부,OpenAPI,월간,20151028000000000497,2024-06-28,2025-08-28
농림식품RnD 사업화 성과 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002533,농림식품기술기획평가원,파일,년간,20240702000000002533,2024-06-27,2025-08-22
농림식품RnD 생명자원 성과 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002532,농림식품기술기획평가원,파일,년간,20240702000000002532,2024-06-27,2025-08-22
농림식품RnD 신규과제 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002531,농림식품기술기획평가원,파일,년간,20240702000000002531,2024-06-27,2025-08-22
농림식품 신기술인증 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002530,농림식품기술기획평가원,파일,년간,20240702000000002530,2024-06-27,2025-08-22
농림식품RnD 인력양성 성과 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002529,농림식품기술기획평가원,파일,년간,20240702000000002529,2024-06-27,2025-08-22
농림식품RnD 연구개발우수사례 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002528,농림식품기술기획평가원,파일,년간,20240702000000002528,2024-06-27,2025-08-22
농림식품RnD 특허 성과 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002527,농림식품기술기획평가원,파일,년간,20240702000000002527,2024-06-27,2025-08-22
농림식품RnD 학술발표 성과정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002526,농림식품기술기획평가원,파일,년간,20240702000000002526,2024-06-27,2025-08-22
농림식품RnD 정책활용 성과정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002525,농림식품기술기획평가원,파일,년간,20240702000000002525,2024-06-27,2025-08-22
농림식품RnD 홍보전시 성과 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002524,농림식품기술기획평가원,파일,년간,20240702000000002524,2024-06-27,2025-08-22
혁신제품 지정 현황 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002523,농림식품기술기획평가원,파일,년간,20240702000000002523,2024-06-27,2025-08-22
농림식품RnD 논문 성과 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002522,농림식품기술기획평가원,파일,년간,20240702000000002522,2024-06-27,2025-08-22
농림식품RnD 고용창출 성과 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002521,농림식품기술기획평가원,파일,년간,20240702000000002521,2024-06-27,2025-08-22
농림식품RnD 동향보고서 정보,농림식품기술기획평가원에서 보유하고 있는 국가연구개발사업 정보입니다.,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20240702000000002537,농림식품기술기획평가원,파일,년간,20240702000000002537,2024-06-27,2025-08-22
